,reviews.text,Aspects
973,Excellent product. I would definitely purchase again.,['product']
974,"After using this tablet for a while, I have found that I even prefer this size over my iPad Air. Easy to carry around and long battery life make this my preferred device. The screen is just the perfect size for my older eyes, the screen on the 7"" fire is just too small and cramped, and it seemed a lot less responsive. I highly recommend this sweet tablet.","['tablet', 'size', 'screen']"
975,This was a BIRTHDAY GIFT for my LITTLE one and she LOVED it!,['birthday']
976,"I purchased two of these as Christmas presents for my children. I had been researching child friendly tablets with robust controls to keep them away from undesirable content. I found the 7"" Fire Kids Edition, but after looking over the specs and reviews, I found myself unsure of it. I was mostly interested in the FreeTime application, so I did some research on that and found that it was available on other Fire models also. I came across the new Fire HD8, which had more power, a better screen, and far better battery life at a very affordable price point. I gave them a shot and I'm glad I did.I have the Fire HD8's locked into FreeTime mode, so the only activities that can be done are ones that I approve of, but if I want to, I can pick up either of them and unlock them to access Netflix/Amazon Prime or anything else I desire. I currently have reading goals set up that they must achieve before they are able to access videos or games, and those are limited to X amount of time per day. FreeTime also has a bedtime feature which disables/enables the use of the tablets during designated times, which is amazing.The hardware itself is exceptional. The screen resolution is excellent, it's very responsive, and the battery life is spectacular! They advertise up to 12 hours of battery life, and depending on screen brightness, ours last almost that long regularly. The only con I can think of is that the cameras are sub-par, but that's not what I purchased the tablets for, so it's a non-issue for myself.Some of the reviews I read cited that the internal storage was easily filled with FreeTime content, so I installed 128GB SD cards in them. I also purchased some rugged children's cases for them off of Amazon.This is probably one of the best purchases I have made in a long time. The sound of silent children reading all day is priceless!!!","['child', 'screen', 'tablet']"
977,"I bought this tablet for my sister to replace her kindle. We love it except for the fact it would not connect to ATT internet. I suspect this was an ATT problem. The internet could not be authenticated. Since we have had problems with ATT for seven years, I am sure it was a problem with them! Once my sis read the instructions, she was good to go!","['internet', 'problem', 'tablet']"
978,Great tablet for a kid enjoys very much would buy again,"['tablet', 'kid']"
979,"Overall, very impressed especially when compared to my iPad mini 4. This tablet does it all and makes for an excellent e-reader, while also boasting specifications that rival any iPad.","['impress', 'mini', 'tablet']"
980,"works great for us for video calling, for kids watching videos","['video', 'calling', 'watch']"
981,My wife loved her gift. I made the right purchase.,"['wife', 'love', 'gift']"
982,"I own two Amazon fire tablets with this one being the same as owned.. My sister in law wanted a tablet and since I owned one just like this one I figured it to be a good buy.. She just loves it, she is able to do her scheduling, read books and watch her news programs.. It's a great Alertanative to an iPad... great price and just as powerful for a lot less cost..","['tablet', 'fire', 'sister']"
983,"These Kindle Fire tablets simply can't be beat in terms of value and bang for your buck if you have an Amazon Prime account it would be a crime not to have a Fire tablet.Good strong build quality, very nice bright screen with a strong picture and good resolution. They are pretty responsive, have good battery life and can handle the abuse of letting your kids use it as well.","['tablet', 'term', 'value']"
984,We bought this tablet for our son in college and he loves it.,"['son', 'college']"
985,"This is my first tablet and it's going well so far. I purchased this for reading and streaming. There have been a few hiccups with regards to a streaming video buffering for a long time and sometimes I have trouble with response on commands, but overall, I'm happy. It's been a nice device to have for reading online material offline.","['streaming', 'tablet', 'regard']"
986,Replaced my hd fire 7 because broke screed. Very pleased with the large screen.,"['fire', 'break', 'screed']"
987,"My only dislike is that being a Kindle, my Kindle books cannot be sorted into categories. It's harder to find new books I've downloaded some time ago when I have to search through all of them.","['book', 'dislike', 'category']"
988,Purchased as a gift. The receiver loves it and said that it works nicely.,"['purchase', 'gift', 'receiver']"
989,Purchased this for my 80 year old mother in law to replace her old cracked screen one. Everything was perfect easy to use and set up. She has zero problems using this for online and reading books.,"['purchase', 'year', 'mother']"
990,Love it I sent one down to my family in Mexico they loved it,"['love', 'family']"
991,Bought this as a gift for my mother. She absolutely loves it. Easy to set up and use. and the price was right.,"['gift', 'mother', 'use']"
992,"I am loving this tablet. My previous tablet was a 1st year Fire. This tablet is great for reading, games,facebook and emails.","['tablet', 'reading', 'game']"
993,This is my third Kindle and I have loved them all. I still have my first Kindle and use it. I just wore my Kindle Fire out with 5 + years use. I am very happy with everything my new one can do. No disappointments at all.,"['year', 'use', 'one']"
994,I got this for my husband for his birthday. He likes the light weight and the speakers and how powerful it is.,"['husband', 'birthday', 'weight']"
995,Got it for my Dad. Easy to use and he loves it. Good stepping stone for future producs,"['use', 'stone', 'future']"
